# Created by Octave 3.8.1, Fri May 01 16:19:11 2015 ART <nicolasbuchhalter@wolox-Z87M-D3H>
# name: values
# type: matrix
# rows: 101
# columns: 2
 -5 1.441709687433781
 -4.9 1.191173796310073
 -4.8 1.04210104145346
 -4.7 1.000844131458481
 -4.6 1.069160139420974
 -4.5 1.244139332011066
 -4.4 1.518323031704548
 -4.3 1.880005794789418
 -4.2 2.313709810063531
 -4.1 2.800812528112906
 -4 3.320302393882088
 -3.9 3.849632420871923
 -3.8 4.365637418689487
 -3.7 4.845478123631664
 -3.6 5.267574386891619
 -3.5 5.612489990719534
 -3.4 5.863733573076307
 -3.3 6.008443470018836
 -3.2 6.037928899702158
 -3.1 5.948045628636361
 -3 5.739390851891231
 -2.9 5.417309221609975
 -2.8 4.991709485374843
 -2.7 4.476698747594072
 -2.6 3.890048642079665
 -2.5 3.252514412285722
 -2.4 2.587033769767188
 -2.3 1.917837207018116
 -2.2 1.269504986245149
 -2.1 0.6660081693290253
 -2 0.1297717105834826
 -1.9 -0.3192032234306649
 -1.8 -0.6641228798806367
 -1.7 -0.8920593881908522
 -1.6 -0.9944579304257646
 -1.5 -0.9674724764053908
 -1.4 -0.8121167519944343
 -1.3 -0.5342244455240341
 -1.2 -0.1442202325909616
 -1.1 0.3432892881725293
 -1 0.9100885055506767
 -0.8999999999999995 1.535066806293259
 -0.7999999999999998 2.195045342196612
 -0.7000000000000002 2.86568374146303
 -0.5999999999999996 3.522430790034988
 -0.5 4.141481379000216
 -0.3999999999999995 4.700701785732849
 -0.2999999999999998 5.180486638067697
 -0.1999999999999993 5.564513651213596
 -0.09999999999999964 5.840366316876898
 0 6
 0.1000000000000005 6.040033150170553
 0.2000000000000002 5.961852312803717
 0.3000000000000007 5.771527051390372
 0.4000000000000004 5.479538470350146
 0.5 5.100332456208622
 0.6000000000000005 4.651715736825054
 0.7000000000000002 4.154119115938412
 0.8000000000000007 3.629757523995653
 0.9000000000000004 3.101720625548221
 1 2.593030475166469
 1.100000000000001 2.125704008295396
 1.2 1.719857939343489
 1.300000000000001 1.392891925310349
 1.4 1.158782707982485
 1.5 1.027517496802718
 1.600000000000001 1.004689275657246
 1.7 1.091270232714086
 1.800000000000001 1.283572381875756
 1.9 1.573396951944166
 2 1.948366564234846
 2.100000000000001 2.392426902626777
 2.2 2.886497793884332
 2.300000000000001 3.409247631371561
 2.4 3.937960130869492
 2.5 4.449458700493635
 2.600000000000001 4.921051385722598
 2.7 5.331458508061734
 2.800000000000001 5.661685785686657
 2.9 5.895807880037941
 3 6.021630868010965
 3.1 6.031206953502943
 3.200000000000001 5.921180612846996
 3.300000000000001 5.692952081732338
 3.4 5.352651369022642
 3.5 4.910923535340294
 3.6 4.382533500301914
 3.700000000000001 3.785805841814672
 3.800000000000001 3.141921636804043
 3.9 2.474100102503972
 4 1.806697403266232
 4.1 1.164258305984086
 4.200000000000001 0.5705582652363499
 4.300000000000001 0.04767392129050341
 4.4 -0.3848811160744839
 4.5 -0.7109209033191279
 4.600000000000001 -0.9182218678459577
 4.700000000000001 -0.9990023836697205
 4.800000000000001 -0.9502281762182205
 4.9 -0.7737314289385921
 5 -0.4761388618924959


